city,population,lat,lon,region_name,federal_district,foundation_year,area
Лысьва,60.3,58.0995875,57.8086825,Пермский край,Приволжский,1785,26.44
Пермь,1055.4,58.0102583,56.2342034,Пермский край,Приволжский,1723,800.5
Соликамск,92.6,59.6482998,56.771009,Пермский край,Приволжский,1430,166.55
Чайковский,82.4,56.7781501,54.1477965,Пермский край,Приволжский,1955,64
Чернушка,33.1,56.5160768,56.0763049,Пермский край,Приволжский,1854,28
Чусовой,43.7,58.2974596,57.8193615,Пермский край,Приволжский,1878,58
Арсеньев,52.2,44.1622031,133.2696209,Приморский край,Дальневосточный,1902,39.37
Артем,105.7,43.3501675,132.1596175,Приморский край,Дальневосточный,1908,122.58
Большой Камень,39.1,43.1111742,132.3480082,Приморский край,Дальневосточный,1947,119.8
Владивосток,606.6,43.1164904,131.8823937,Приморский край,Дальневосточный,1860,325.99
Дальнегорск,34.1,44.5539457,135.5662716,Приморский край,Дальневосточный,1897,31
Дальнереченск,25.1,45.9308483,133.7316907,Приморский край,Дальневосточный,1859,108.49
Лесозаводск,35.1,45.4780092,133.4186199,Приморский край,Дальневосточный,1932,71
Находка,145.2,42.8239372,132.8927361,Приморский край,Дальневосточный,1864,325.9
Партизанск,36.6,43.1280578,133.1264567,Приморский край,Дальневосточный,1896,126
Уссурийск,173.6,43.7971818,131.9518229,Приморский край,Дальневосточный,1866,173
Фокино,22.9,42.9706317,132.4110196,Приморский край,Дальневосточный,1899,24
Великие Луки,90.9,56.332208,30.5508641,Псковская область,Северо-Западный,1166,60.08
Псков,210.3,57.8194415,28.3317198,Псковская область,Северо-Западный,903,95
Майкоп,141.5,44.6098268,40.1006606,Республика Адыгея,Южный,1857,69.64
Горно-Алтайск,64.5,51.9581028,85.9603235,Республика Алтай,Сибирский,1830,95.5
Баймак,17.2,52.5912896,58.3110998,Республика Башкортостан,Приволжский,1850,139
Белебей,59.2,54.1034582,54.1113129,Республика Башкортостан,Приволжский,1757,34.26
Белорецк,64.9,53.9676488,58.4100419,Республика Башкортостан,Приволжский,1762,41
Бирск,46.5,55.4155753,55.5582214,Республика Башкортостан,Приволжский,1663,77.31
Благовещенск,34.8,55.0499867,55.9553186,Республика Башкортостан,Приволжский,1856,65
Ишимбай,64.4,53.4545764,56.0438751,Республика Башкортостан,Приволжский,1932,103.47
Кумертау,59.5,52.7564939,55.7970197,Республика Башкортостан,Приволжский,1947,170
Мелеуз,56.7,52.9589532,55.9282838,Республика Башкортостан,Приволжский,1766,32
Нефтекамск,131.1,56.088377,54.2483061,Республика Башкортостан,Приволжский,1957,147.25
Салават,150.5,53.3616974,55.9245224,Республика Башкортостан,Приволжский,1948,106.23
Сибай,60.8,52.7204651,58.6663783,Республика Башкортостан,Приволжский,1925,157.4
Стерлитамак,276.4,53.6300864,55.9317089,Республика Башкортостан,Приволжский,1766,108.52
Туймазы,68.2,54.5999224,53.6950623,Республика Башкортостан,Приволжский,1912,43
Уфа,1128.8,54.734944,55.9578468,Республика Башкортостан,Приволжский,1574,708
Учалы,37.9,54.3067375,59.4125461,Республика Башкортостан,Приволжский,1750,56
Янаул,25.1,56.2650146,54.929907,Республика Башкортостан,Приволжский,1730,26
Кяхта,20.3,50.346543,106.4533516,Республика Бурятия,Дальневосточный,1727,28
Северобайкальск,23.2,55.635614,109.3361505,Республика Бурятия,Дальневосточный,1974,110.54
Улан-Удэ,439.1,51.8335853,107.5842223,Республика Бурятия,Дальневосточный,1666,365.7
Буйнакск,65.7,42.8214424,47.1165263,Республика Дагестан,Северо-Кавказский,1834,21
Дагестанские Огни,29.7,42.1152296,48.1939354,Республика Дагестан,Северо-Кавказский,1914,9.27
Дербент,125.8,42.058966,48.2907452,Республика Дагестан,Северо-Кавказский,438,69.63
Избербаш,60.5,42.5650962,47.8710051,Республика Дагестан,Северо-Кавказский,1932,22
Каспийск,124,42.8916007,47.6367066,Республика Дагестан,Северо-Кавказский,1932,36.92
Кизилюрт,37.7,43.203825,46.8729636,Республика Дагестан,Северо-Кавказский,1927,50
Кизляр,49.4,43.8484083,46.7233699,Республика Дагестан,Северо-Кавказский,1735,32.31
Махачкала,603.5,42.9849159,47.5047181,Республика Дагестан,Северо-Кавказский,1844,592.72
Хасавюрт,145.1,43.2504665,46.5851292,Республика Дагестан,Северо-Кавказский,1846,40
Карабулак,42.7,43.3055248,44.9094582,Республика Ингушетия,Северо-Кавказский,1859,83.61
Малгобек,38.6,43.5096646,44.5901963,Республика Ингушетия,Северо-Кавказский,1934,100.79
Назрань,122.3,43.2257841,44.7645779,Республика Ингушетия,Северо-Кавказский,1781,118.28
Сунжа,66.3,43.3204196,45.0476331,Республика Ингушетия,Северо-Кавказский,1845,23
Элиста,103.1,46.3083344,44.2702088,Республика Калмыкия,Южный,1865,92.36
Кондопога,29.2,62.2059817,34.2682122,Республика Карелия,Северо-Западный,1563,11
Костомукша,29.6,64.5889398,30.6016832,Республика Карелия,Северо-Западный,1977,4
Петрозаводск,281,61.7891264,34.3596434,Республика Карелия,Северо-Западный,1703,113.26
Сегежа,26,63.7437572,34.3126982,Республика Карелия,Северо-Западный,1914,19
Сортавала,18.8,61.703367,30.6916998,Республика Карелия,Северо-Западный,1468,10
Воркута,52.8,67.4974082,64.061034,Республика Коми,Северо-Западный,1936,29.73
Печора,38.2,65.148584,57.2239777,Республика Коми,Северо-Западный,1940,28.9
Сосногорск,26,63.5989841,53.876293,Республика Коми,Северо-Западный,1939,24.9
Сыктывкар,244.4,61.6686617,50.8358151,Республика Коми,Северо-Западный,1780,152
Ухта,93.7,63.5565514,53.7014239,Республика Коми,Северо-Западный,1929,320
Алушта,30,44.6764304,34.4100624,Республика Крым,Южный,500,6.983
Армянск,21.4,46.1059307,33.6910012,Республика Крым,Южный,1736,16.2
Бахчисарай,26.7,44.7514769,33.8752176,Республика Крым,Южный,1503,29.285
Джанкой,38,45.7092306,34.3883372,Республика Крым,Южный,1842,26
Евпатория,108.2,45.190629,33.367634,Республика Крым,Южный,0,43.1338
Керчь,151.5,45.3562627,36.4674513,Республика Крым,Южный,0,109.161
Красноперекопск,24.9,45.9537576,33.7921939,Республика Крым,Южный,1932,22.4198
Саки,24.7,45.1341997,33.6033383,Республика Крым,Южный,1952,28.7
Симферополь,342,44.9482948,34.1001151,Республика Крым,Южный,1784,107.4
Судак,16.5,44.8504679,34.9762034,Республика Крым,Южный,212,23.4
Феодосия,68,45.0318393,35.3824259,Республика Крым,Южный,0,33.301179
Ялта,79,44.4953612,34.166308,Республика Крым,Южный,1154,15.6323
Волжск,53.2,55.8623156,48.3715083,Республика Марий Эл,Приволжский,1933,39.47
Йошкар-Ола,274.7,56.6343662,47.8999706,Республика Марий Эл,Приволжский,1584,100.39
Козьмодемьянск,20.1,56.3334036,46.546675,Республика Марий Эл,Приволжский,1583,13.41
Рузаевка,44.3,54.0581967,44.9490466,Республика Мордовия,Приволжский,1631,26.5
Саранск,320.6,54.1809332,45.1862632,Республика Мордовия,Приволжский,1641,81.478
Алдан,20.6,58.6094283,125.3817188,Республика Саха (Якутия),Дальневосточный,1924,33
Ленск,23.2,60.7276196,114.9548255,Республика Саха (Якутия),Дальневосточный,1663,49
Мирный,35.4,62.536232,113.9667728,Республика Саха (Якутия),Дальневосточный,1955,50.8
Нерюнгри,57.9,56.6599953,124.7202403,Республика Саха (Якутия),Дальневосточный,1975,98.9
Якутск,323,62.0281405,129.7325887,Республика Саха (Якутия),Дальневосточный,1632,122
Алагир,19.7,43.0417684,44.2199715,Республика Северная Осетия – Алания,Северо-Кавказский,1850,26.76
Беслан,37.4,43.1937529,44.5338707,Республика Северная Осетия – Алания,Северо-Кавказский,1847,23.17
Владикавказ,303.6,43.020588,44.6819182,Республика Северная Осетия – Алания,Северо-Кавказский,1784,291.61
Моздок,42,43.7471342,44.6569607,Республика Северная Осетия – Алания,Северо-Кавказский,1763,17.5
Агрыз,19.7,56.5232864,52.9943775,Республика Татарстан,Приволжский,1646,8.6
Азнакаево,34.2,54.8598642,53.0745527,Республика Татарстан,Приволжский,1762,15
Альметьевск,158.4,54.9014619,52.2970467,Республика Татарстан,Приволжский,1700,118
Арск,20.4,56.0912567,49.877067,Республика Татарстан,Приволжский,1200,19.27
Бавлы,22.2,54.4062891,53.2458065,Республика Татарстан,Приволжский,1658,18.2
Бугульма,82.5,54.5363495,52.7895849,Республика Татарстан,Приволжский,1736,27.87
Елабуга,74,55.7567107,52.0543794,Республика Татарстан,Приволжский,1000,41.1
Заинск,39.6,55.299053,52.0062972,Республика Татарстан,Приволжский,1656,25
Зеленодольск,100,55.8466651,48.5010954,Республика Татарстан,Приволжский,1865,37.73
Казань,1257.4,55.7943584,49.1114975,Республика Татарстан,Приволжский,1005,588.9844
Лениногорск,61.7,54.5967034,52.4431906,Республика Татарстан,Приволжский,1795,24.65
Мамадыш,15.9,55.7150413,51.4129016,Республика Татарстан,Приволжский,1391,15
Менделеевск,22.1,55.895169,52.3143347,Республика Татарстан,Приволжский,1868,30.65
Мензелинск,16.9,55.7270698,53.1003968,Республика Татарстан,Приволжский,1586,10
Набережные Челны,533.8,55.7434619,52.3959165,Республика Татарстан,Приволжский,1626,161
Нижнекамск,240,55.6313609,51.8144669,Республика Татарстан,Приволжский,1961,116
Нурлат,32,54.4281461,50.8049337,Республика Татарстан,Приволжский,1905,22.6
Чистополь,59.4,55.3699139,50.6285784,Республика Татарстан,Приволжский,1700,19.24
Кызыл,119.4,51.7191047,94.4376882,Республика Тыва,Сибирский,1914,97.41
Абакан,186.8,53.7223325,91.4436721,Республика Хакасия,Сибирский,1734,112.38
Саяногорск,46,53.1008083,91.4122454,Республика Хакасия,Сибирский,1830,19
Черногорск,75.4,53.8259342,91.3260229,Республика Хакасия,Сибирский,1936,117
Азов,80.4,47.1121589,39.4232555,Ростовская область,Южный,1067,67.5
Аксай,46,47.2676314,39.8756872,Ростовская область,Южный,1570,67.5
Батайск,127.9,47.1383299,39.7507179,Ростовская область,Южный,1769,77.68
Белая Калитва,39.3,48.1769737,40.8033529,Ростовская область,Южный,1703,22.1
Волгодонск,171.4,47.5165338,42.1984951,Ростовская область,Южный,1950,182.3
Гуково,63.2,48.0448904,39.9484672,Ростовская область,Южный,1878,40
Донецк,46.7,48.3350706,39.945891,Ростовская область,Южный,1681,112
Зверево,18,48.0435487,40.1265822,Ростовская область,Южный,1819,31.21
Зерноград,24.1,46.8495958,40.312837,Ростовская область,Южный,1929,12.36
Каменск-Шахтинский,87.8,48.3205326,40.2689583,Ростовская область,Южный,1671,159.99
Константиновск,16.9,47.5773717,41.0967445,Ростовская область,Южный,1593,298
Красный Сулин,37.6,47.8831311,40.0781298,Ростовская область,Южный,1797,93.6
Миллерово,34.5,48.9260077,40.3984087,Ростовская область,Южный,1786,44.75
Морозовск,24.6,48.3511807,41.8309225,Ростовская область,Южный,1910,26
Новочеркасск,168,47.411919,40.1042098,Ростовская область,Южный,1805,128
Новошахтинск,106.6,47.757773,39.9363697,Ростовская область,Южный,1910,136
Ростов-на-Дону,1137.9,47.2224566,39.718803,Ростовская область,Южный,1749,348.5
Сальск,56.8,46.4752095,41.5410415,Ростовская область,Южный,1812,43.883
Семикаракорск,21.9,47.5177337,40.8114167,Ростовская область,Южный,1672,140
Таганрог,248.6,47.2094917,38.9350989,Ростовская область,Южный,1698,95
Шахты,230.3,47.7085287,40.2159846,Ростовская область,Южный,1805,158.2
Касимов,29.2,54.9373475,41.3913211,Рязанская область,Центральный,1152,31.7
Новомичуринск,16.5,54.0376572,39.74654,Рязанская область,Центральный,1968,26
Рыбное,20.7,54.7256164,39.5134398,Рязанская область,Центральный,1597,15.36
Ряжск,20.9,53.7067584,40.0522274,Рязанская область,Центральный,1502,21
Рязань,539.3,54.6254445,39.7358609,Рязанская область,Центральный,1095,224.163
Сасово,23.8,54.3508885,41.9117422,Рязанская область,Центральный,1642,23.79
Скопин,25.7,53.823543,39.5492421,Рязанская область,Центральный,1676,30.9
Жигулевск,51.6,53.4011981,49.4945176,Самарская область,Приволжский,1949,60.8
Кинель,35.8,53.2210298,50.6343776,Самарская область,Приволжский,1837,36.75
Новокуйбышевск,100.5,53.0994565,49.9477382,Самарская область,Приволжский,1946,86
Отрадный,47.1,53.3800848,51.3438605,Самарская область,Приволжский,1920,10
Похвистнево,27.9,53.6498299,52.1235156,Самарская область,Приволжский,1888,651.7829
Самара,1156.7,53.1950306,50.1069518,Самарская область,Приволжский,1586,541.4
Сызрань,167.1,53.1558674,48.4744629,Самарская область,Приволжский,1683,117
Тольятти,699.4,53.5205348,49.3894028,Самарская область,Приволжский,1737,314.78
Чапаевск,71.7,52.928961,49.8673269,Самарская область,Приволжский,1909,187.49
Санкт-Петербург,5384.3,59.9391313,30.3159004,Санкт-Петербург,Северо-Западный,1703,1439
Аткарск,24.1,51.8736062,45.0003247,Саратовская область,Приволжский,1700,10.54
Балаково,187.5,52.0224231,47.7827765,Саратовская область,Приволжский,1762,79
Балашов,75.8,51.5388697,43.1839757,Саратовская область,Приволжский,1600,72.9
Вольск,61.9,52.0459865,47.3873595,Саратовская область,Приволжский,1780,148
Ершов,18.8,51.3508505,48.2762226,Саратовская область,Приволжский,1893,21
Калининск,15.6,51.4993591,44.4710435,Саратовская область,Приволжский,1680,24
Красноармейск,22.3,51.023541,45.695044,Саратовская область,Приволжский,1928,156.43
Новоузенск,15.1,50.455199,48.1413153,Саратовская область,Приволжский,1760,43
Петровск,28.2,52.3094237,45.3851877,Саратовская область,Приволжский,1698,27
Пугачев,40.6,52.0159921,48.7972223,Саратовская область,Приволжский,1764,79
Ртищево,38.4,52.2616271,43.7842248,Саратовская область,Приволжский,1666,33
Саратов,838,51.533557,46.034257,Саратовская область,Приволжский,1590,1490
Энгельс,227,51.4854003,46.126722,Саратовская область,Приволжский,1747,113.77
Оха,20,53.5867839,142.9412411,Сахалинская область,Дальневосточный,1908,20.98
Поронайск,15.6,49.238866,143.1008333,Сахалинская область,Дальневосточный,1869,55
Холмск,27.1,47.0408423,142.041688,Сахалинская область,Дальневосточный,1870,32
Южно-Сахалинск,200.6,46.9591631,142.737976,Сахалинская область,Дальневосточный,1882,236.2
Алапаевск,37.1,57.8475571,61.6693817,Свердловская область,Уральский,1639,95
Арамиль,15.4,56.694632,60.8343125,Свердловская область,Уральский,1675,21.82
Артемовский,30.1,57.3384177,61.8947443,Свердловская область,Уральский,1921,47
Верхняя Пышма,72.7,56.9758903,60.5650383,Свердловская область,Уральский,1854,38.47
Верхняя Салда,41.2,58.0465803,60.5560164,Свердловская область,Уральский,1778,72
Дегтярск,15.6,56.7048206,60.079138,Свердловская область,Уральский,1914,19
Екатеринбург,1493.7,56.8385216,60.6054911,Свердловская область,Уральский,1723,1110.69
Заречный,27.9,56.8102931,61.3380029,Свердловская область,Уральский,1958,29
Ивдель,15.4,60.6944496,60.4245069,Свердловская область,Уральский,1831,50
Ирбит,36.5,57.6838362,63.057675,Свердловская область,Уральский,1631,64.23
Каменск-Уральский,166.1,56.414962,61.9188674,Свердловская область,Уральский,1682,144.08
Камышлов,25.8,56.8465034,62.7119766,Свердловская область,Уральский,1668,51.75
Карпинск,25.9,59.7665925,60.0011703,Свердловская область,Уральский,1759,83
Качканар,38.1,58.7051762,59.4839155,Свердловская область,Уральский,1957,317
Кировград,18.7,57.4299433,60.0624051,Свердловская область,Уральский,1661,10
Краснотурьинск,56.3,59.7636635,60.1934525,Свердловская область,Уральский,1758,309.5
Красноуральск,22.5,58.348651,60.0408764,Свердловская область,Уральский,1925,21.7
Красноуфимск,37.7,56.612387,57.7636637,Свердловская область,Уральский,1736,47
Кушва,27.2,58.2826013,59.7645766,Свердловская область,Уральский,1735,50
Невьянск,22.8,57.49131,60.2183429,Свердловская область,Уральский,1701,39.13
Нижний Тагил,349,57.910126,59.9812853,Свердловская область,Уральский,1722,297.47
Нижняя Тура,19.4,58.6309267,59.8520344,Свердловская область,Уральский,1754,42
Новоуральск,80.4,57.2472567,60.0956714,Свердловская область,Уральский,1941,31.9
Первоуральск,120.8,56.9080085,59.942926,Свердловская область,Уральский,1732,66
Полевской,61,56.4956952,60.2365298,Свердловская область,Уральский,1718,57
Ревда,61.5,56.7986319,59.9071591,Свердловская область,Уральский,1734,111
Реж,36.8,57.3717477,61.3833842,Свердловская область,Уральский,1773,33
Североуральск,25.6,60.1533109,59.9525245,Свердловская область,Уральский,1758,80
Серов,95.9,59.6047724,60.5753882,Свердловская область,Уральский,1893,418
Среднеуральск,23.7,56.9918901,60.4771018,Свердловская область,Уральский,1931,83.8
Тавда,32.6,58.0434672,65.274217,Свердловская область,Уральский,1910,148
Талица,15.6,57.0122687,63.7320757,Свердловская область,Уральский,1732,64
Туринск,17.1,58.0393524,63.6981973,Свердловская область,Уральский,1600,28
Севастополь,510,44.6167013,33.525355,Севастополь,Южный,1783,863.6
Вязьма,52.3,55.2116983,34.2951663,Смоленская область,Центральный,1239,44
Рославль,48.9,53.9449558,32.8480258,Смоленская область,Центральный,1137,43
Смоленск,325.5,54.782635,32.045251,Смоленская область,Центральный,863,166.35
Ярцево,42.7,55.0564732,32.6902302,Смоленская область,Центральный,1610,32
Благодарный,30.4,45.0989782,43.4306455,Ставропольский край,Северо-Кавказский,1782,24
Буденновск,61.3,44.7816067,44.1650339,Ставропольский край,Северо-Кавказский,1799,62.1
Георгиевск,66.4,44.1485694,43.4739851,Ставропольский край,Северо-Кавказский,1777,25
Ессентуки,113.1,44.0446186,42.8588653,Ставропольский край,Северо-Кавказский,1825,50
Железноводск,24.9,44.1320568,43.0306461,Ставропольский край,Северо-Кавказский,1810,93.13
Зеленокумск,34.1,44.4032668,43.8841877,Ставропольский край,Северо-Кавказский,1781,24
Изобильный,37.8,45.3684296,41.708702,Ставропольский край,Северо-Кавказский,1895,28
Ипатово,23.2,45.7181751,42.8970206,Ставропольский край,Северо-Кавказский,1860,16
Кисловодск,128.8,43.9052044,42.7168721,Ставропольский край,Северо-Кавказский,1803,71.83
Лермонтов,22.9,44.1054107,42.973135,Ставропольский край,Северо-Кавказский,1953,31
Минеральные Воды,73.9,44.2087273,43.138408,Ставропольский край,Северо-Кавказский,1878,51.55
Невинномысск,116.7,44.6226031,41.9476723,Ставропольский край,Северо-Кавказский,1825,98.5
Нефтекумск,24.4,44.7544552,44.9865347,Ставропольский край,Северо-Кавказский,1958,40
Новоалександровск,26.5,45.4932733,41.2153996,Ставропольский край,Северо-Кавказский,1804,21
Новопавловск,26.1,43.9617097,43.6342865,Ставропольский край,Северо-Кавказский,1777,19
Пятигорск,147.9,44.041091,43.0661553,Ставропольский край,Северо-Кавказский,1780,97
Светлоград,35.4,45.328659,42.8565714,Ставропольский край,Северо-Кавказский,1786,41
Ставрополь,450.7,45.044516,41.9689655,Ставропольский край,Северо-Кавказский,1777,171.7
Кирсанов,16.1,52.6506335,42.7286445,Тамбовская область,Центральный,1702,10.9
Котовск,28.9,52.5924489,41.5101237,Тамбовская область,Центральный,1940,17.3
Мичуринск,90.7,52.8912389,40.5104443,Тамбовская область,Центральный,1635,78
Моршанск,38,53.4436216,41.8115478,Тамбовская область,Центральный,1623,18.52
Рассказово,42.7,52.6538833,41.874285,Тамбовская область,Центральный,1698,36.12
Тамбов,292.1,52.7213154,41.452264,Тамбовская область,Центральный,1636,107.31
Уварово,23.1,51.9767841,42.2529799,Тамбовская область,Центральный,1699,23
Бежецк,20.4,57.7860089,36.6904983,Тверская область,Центральный,1137,17
Бологое,20.5,57.8855767,34.0537771,Тверская область,Центральный,1495,120
Вышний Волочек,45.5,57.568302,34.5404016,Тверская область,Центральный,1437,54
Кимры,43.2,56.8733213,37.3556605,Тверская область,Центральный,1546,44
Конаково,36.5,56.7275204,36.8012716,Тверская область,Центральный,1806,39.03
Нелидово,18.1,56.2232566,32.7767459,Тверская область,Центральный,1900,20.5
Осташков,15.4,57.1456744,33.1115372,Тверская область,Центральный,1300,13
Ржев,57.5,56.262881,34.3291002,Тверская область,Центральный,1216,56.17
Тверь,425.1,56.8586059,35.9116761,Тверская область,Центральный,1135,152.22
Торжок,44.4,57.04133,34.9602344,Тверская область,Центральный,850,58.8
Удомля,27.2,57.8787314,35.0167348,Тверская область,Центральный,1478,9
Асино,24.4,56.9907085,86.1765257,Томская область,Сибирский,1896,90
Колпашево,22.9,58.3114253,82.9025829,Томская область,Сибирский,1600,35
Северск,106.5,56.6031285,84.8809926,Томская область,Сибирский,1949,485.65
Стрежевой,40.8,60.732895,77.604122,Томская область,Сибирский,1966,31
Томск,576.6,56.4845804,84.9481582,Томская область,Сибирский,1604,294.6
Алексин,57.5,54.5083349,37.0478067,Тульская область,Центральный,1348,37.95
Богородицк,30.4,53.7701014,38.1225152,Тульская область,Центральный,1663,27
Кимовск,25.6,53.9698378,38.5380808,Тульская область,Центральный,1600,17
Киреевск,26.3,53.9319555,37.9220351,Тульская область,Центральный,1762,11.49
Плавск,15.7,53.7096415,37.2862352,Тульская область,Центральный,1563,8.64
Суворов,17.2,54.1343585,36.4807419,Тульская область,Центральный,1949,25.6
Тула,475.2,54.1920559,37.6153842,Тульская область,Центральный,1146,145.8
Губкинский,29.2,64.4457594,76.4713274,Тюменская область,Уральский,1986,73
Заводоуковск,26.5,56.5027463,66.5513613,Тюменская область,Уральский,1729,20.96
Ишим,64.4,56.1104858,69.4795776,Тюменская область,Уральский,1687,46.1
Когалым,67.7,62.2639527,74.4829794,Тюменская область,Уральский,1975,200
Лабытнанги,26.3,66.6592841,66.3883009,Тюменская область,Уральский,1890,22
Лангепас,44.6,61.2536939,75.1807763,Тюменская область,Уральский,1980,59.51
Лянтор,41.2,61.6392863,72.179409,Тюменская область,Уральский,1932,63.07
Мегион,46.6,61.0318712,76.1025878,Тюменская область,Уральский,1810,50.51
Надым,44.8,65.5377966,72.5182736,Тюменская область,Уральский,1597,185
Нефтеюганск,127.3,61.0882676,72.6164079,Тюменская область,Уральский,1961,154
Нижневартовск,277.7,60.9396698,76.5696184,Тюменская область,Уральский,1909,270.59
Новый Уренгой,118,66.0839433,76.6809681,Тюменская область,Уральский,1975,226.5
Ноябрьск,106.9,63.2018039,75.4510581,Тюменская область,Уральский,1976,38.84
Нягань,58.6,62.1454701,65.3946047,Тюменская область,Уральский,1965,814
Покачи,18.1,61.7422169,75.5941517,Тюменская область,Уральский,1984,22.84
Пыть-Ях,39.6,60.7585833,72.8365617,Тюменская область,Уральский,1968,80.4
Радужный,43.7,62.1342888,77.4584094,Тюменская область,Уральский,1973,113.2
Салехард,51,66.5492077,66.6085318,Тюменская область,Уральский,1595,84.5
Сургут,380.6,61.2541083,73.3961587,Тюменская область,Уральский,1594,353.97
Тобольск,98.9,58.2017299,68.2538558,Тюменская область,Уральский,1587,222
Тюмень,807.3,57.1529744,65.5344099,Тюменская область,Уральский,1586,698.48
Урай,40.5,60.1296954,64.8038508,Тюменская область,Уральский,1922,54.3
Ханты-Мансийск,101.5,61.0023984,69.0184798,Тюменская область,Уральский,1582,337.76
Югорск,38,61.3123568,63.3365484,Тюменская область,Уральский,1962,65.217
Ялуторовск,40.3,56.6547289,66.3122992,Тюменская область,Уральский,1659,51.91
Воткинск,97.2,57.0518149,53.9873096,Удмуртская Республика,Приволжский,1759,112.18
Глазов,92.3,58.1359233,52.6635038,Удмуртская Республика,Приволжский,1678,68.27
Ижевск,648.1,56.852738,53.2114896,Удмуртская Республика,Приволжский,1760,315.15
Можга,49,56.4427774,52.2137886,Удмуртская Республика,Приволжский,1835,31
Сарапул,95.4,56.4615767,53.8037657,Удмуртская Республика,Приволжский,1621,89
Димитровград,113.5,54.2167926,49.6262585,Ульяновская область,Приволжский,1698,103.98
Инза,17.2,53.8549647,46.3533459,Ульяновская область,Приволжский,1897,22
Ульяновск,627.7,54.3079415,48.3748487,Ульяновская область,Приволжский,1648,316
Амурск,38.9,50.2344147,136.8792444,Хабаровский край,Дальневосточный,1958,146.4
Бикин,16.1,46.8185743,134.2550718,Хабаровский край,Дальневосточный,1895,85.74
Комсомольск-на-Амуре,244.8,50.5498936,137.0079408,Хабаровский край,Дальневосточный,1860,325.1
Николаевск-на-Амуре,17.9,53.1460657,140.7111367,Хабаровский край,Дальневосточный,1850,17
Хабаровск,616.4,48.4647258,135.0598942,Хабаровский край,Дальневосточный,1858,389
Аша,29.1,54.9906527,57.2783953,Челябинская область,Уральский,1898,52.4
Бакал,18.7,54.9406399,58.8051698,Челябинская область,Уральский,1757,50
Верхний Уфалей,26.7,56.0487158,60.2318886,Челябинская область,Уральский,1761,65
Еманжелинск,28.2,54.7554548,61.3243477,Челябинская область,Уральский,1931,129.9
Златоуст,163.9,55.1714905,59.6725549,Челябинская область,Уральский,1754,236.4
Карталы,28.2,53.0536197,60.6478408,Челябинская область,Уральский,1810,86.13
Касли,15.7,55.8868784,60.7421663,Челябинская область,Уральский,1747,39.76
Катав-Ивановск,15.5,54.7521438,58.1983648,Челябинская область,Уральский,1755,24.7
Копейск,147.6,55.116665,61.6179185,Челябинская область,Уральский,1907,236.71
Коркино,34,54.8903147,61.4034576,Челябинская область,Уральский,1795,109
Куса,16.7,55.3386053,59.4385778,Челябинская область,Уральский,1778,15
Кыштым,36.2,55.7061276,60.5563781,Челябинская область,Уральский,1757,45.67
Магнитогорск,413.3,53.4072153,58.9791437,Челябинская область,Уральский,1929,392.35
Миасс,151.5,55.0456457,60.1077572,Челябинская область,Уральский,1773,111.9
Озерск,78.4,55.763154,60.7076198,Челябинская область,Уральский,1946,657.3
Сатка,41.3,55.0405288,59.0288975,Челябинская область,Уральский,1758,46.2
Снежинск,51.8,56.0851495,60.7324914,Челябинская область,Уральский,1955,357
Трехгорный,32.7,54.8178249,58.4464194,Челябинская область,Уральский,1952,162.49
Троицк,73.4,54.0843745,61.5586831,Челябинская область,Уральский,1743,139.15
Усть-Катав,21.8,54.9260812,58.152805,Челябинская область,Уральский,1758,27.45
Чебаркуль,41.3,54.9818567,60.3773121,Челябинская область,Уральский,1736,71.13
Челябинск,1196.7,55.1602624,61.4008078,Челябинская область,Уральский,1736,500.91
Южноуральск,37.6,54.448927,61.2581158,Челябинская область,Уральский,1948,110.57
Аргун,39.3,43.2916774,45.8723105,Чеченская Республика,Северо-Кавказский,1700,28
Грозный,305.9,43.3180145,45.698291,Чеченская Республика,Северо-Кавказский,1818,324.16
Гудермес,55.9,43.3519142,46.1035645,Чеченская Республика,Северо-Кавказский,1700,50
Курчалой,26.6,43.2046547,46.0889364,Чеченская Республика,Северо-Кавказский,1860,38.15
Урус-Мартан,62.7,43.120175,45.539276,Чеченская Республика,Северо-Кавказский,1708,25.13
Шали,55.1,43.1488691,45.9009629,Чеченская Республика,Северо-Кавказский,1378,34.038
Алатырь,33.8,54.8397989,46.5721997,Чувашская Республика,Приволжский,1552,41.7
Канаш,44.8,55.507,47.4918273,Чувашская Республика,Приволжский,1588,18.5
Новочебоксарск,127.2,56.1094977,47.4791113,Чувашская Республика,Приволжский,1960,51.14
Чебоксары,497.6,56.1438298,47.2489782,Чувашская Республика,Приволжский,1469,251
Шумерля,28.4,55.4962415,46.4182681,Чувашская Республика,Приволжский,1916,13.3
Анадырь,15.8,64.7313924,177.5015421,Чукотский автономный округ,Дальневосточный,1889,20
Гаврилов-Ям,16.5,57.3091058,39.8546444,Ярославская область,Центральный,1545,11
Переславль-Залесский,37.9,56.7360544,38.8543617,Ярославская область,Центральный,1152,23.01
Ростов Великий,30.5,57.2051315,39.4378622,Ярославская область,Центральный,862,32
Рыбинск,184.6,58.0485495,38.8584119,Ярославская область,Центральный,1071,101.42
Тутаев,39.8,57.8674993,39.5369627,Ярославская область,Центральный,1200,25.5
Углич,31.8,57.5224249,38.3020044,Ярославская область,Центральный,1148,26.6
Ярославль,608.4,57.6215477,39.8977411,Ярославская область,Центральный,1010,205.8
