Id,model,year,price_k_rub,transmission,mileage_km,fuelType,l_100km,engineSize,Make
2959,Corsa,2019,1106,Manual,21013,Petrol,6.5,1.4,vauxhall
1765,1 Series,2016,1111,Manual,48829,Diesel,3.9,1.5,BMW
1564,X2,2019,3022,Automatic,198,Diesel,5.8,2,BMW
12442,Up,2013,506,Manual,83686,Petrol,4.7,1,VW
9941,A Class,2017,1532,Manual,22268,Diesel,4.1,1.5,merc
3149,Golf,2017,1420,Semi-Auto,40467,Diesel,4.1,1.4,VW
5947,Octavia,2019,1501,Automatic,21924,Petrol,4.9,1,skoda
3676,A1,2015,945,Manual,59217,Petrol,4.2,1,Audi
4979,Fabia,2019,1319,Manual,6436,Petrol,4.6,1,skoda
1803,TT,2013,1366,Manual,63587,Diesel,5.3,2,Audi
3385,Octavia,2017,1624,Semi-Auto,65085,Diesel,5.1,2,skoda
3555,Golf,2017,2019,Semi-Auto,36477,Diesel,4.9,2,VW
1756,Fabia,2017,868,Manual,41260,Petrol,4.7,1.2,skoda
4504,Q5,2019,3196,Automatic,9656,Diesel,7.2,2,Audi
462,Fabia,2017,944,Manual,7292,Petrol,4.4,1,skoda
8631,Q5,2015,1924,Semi-Auto,78117,Petrol,6.0,2,Audi
9080,Mokka X,2016,1065,Manual,61155,Petrol,6.0,1.4,vauxhall
2654,Corsa,2018,964,Manual,4521,Petrol,6.5,1.4,vauxhall
4128,E Class,2018,2436,Semi-Auto,20300,Diesel,4.3,2,merc
1576,Kuga,2014,907,Manual,104607,Diesel,5.9,2,ford
5718,Q5,2019,3603,Automatic,13546,Diesel,7.4,2,Audi
5173,V Class,2019,4050,Semi-Auto,9539,Diesel,6.3,2.2,merc
2385,1 Series,2016,1336,Semi-Auto,50240,Diesel,4.0,2,BMW
5338,Aygo,2014,467,Manual,114290,Petrol,4.3,1,toyota
5377,Golf,2016,1269,Manual,63027,Diesel,3.8,1.6,VW
5575,Superb,2017,1319,Automatic,111128,Petrol,5.3,1.4,skoda
5888,C-HR,2017,2233,Automatic,18506,Hybrid,3.8,1.8,toyota
3671,C Class,2017,1857,Semi-Auto,13763,Petrol,5.6,2,merc
3345,I10,2018,1142,Semi-Auto,17712,Petrol,5.9,1.2,hyundi
12250,Grandland X,2019,2131,Automatic,13679,Petrol,6.5,1.2,vauxhall
10747,X3,2016,1787,Automatic,69861,Diesel,5.2,2,BMW
233,Corsa,2015,456,Manual,114310,Petrol,5.3,1.2,vauxhall
1918,I10,2019,1065,Manual,3747,Petrol,5.7,1,hyundi
10375,TT,2016,2436,Manual,35974,Petrol,7.3,2,Audi
1295,Karoq,2018,2009,Manual,30212,Petrol,5.5,1.5,skoda
4431,I20,2014,586,Manual,53129,Petrol,4.9,1.2,hyundi
8722,3 Series,2017,1929,Automatic,31133,Diesel,4.4,2,BMW
1310,2 Series,2017,1518,Manual,36833,Petrol,5.1,1.5,BMW
6253,4 Series,2019,2837,Automatic,121,Petrol,6.2,2,BMW
2715,Focus,2017,1015,Manual,76139,Diesel,3.8,1.5,ford
7691,Polo,2020,1420,Manual,4646,Petrol,5.8,1,VW
12811,Up,2015,690,Manual,23979,Petrol,4.2,1,VW
11833,Grandland X,2019,2335,Automatic,8047,Diesel,5.3,1.5,vauxhall
6557,Fiesta,2018,1218,Manual,22518,Petrol,5.0,1,ford
1632,Golf,2013,812,Manual,122318,Diesel,4.1,2,VW
464,RAV4,2016,1958,Automatic,80406,Hybrid,5.1,2.5,toyota
2401,X5,2019,4441,Semi-Auto,17428,Diesel,7.5,3,BMW
9792,X7,2019,6577,Automatic,6260,Diesel,8.4,3,BMW
944,I30,2017,1095,Manual,31017,Diesel,3.8,1.6,hyundi
3396,Q2,2017,2000,Semi-Auto,29667,Petrol,5.4,1.4,Audi
1932,M4,2019,4517,Semi-Auto,9083,Petrol,8.3,3,BMW
3246,I10,2020,1421,Manual,547,Petrol,5.0,1,hyundi
9098,1 Series,2019,1675,Automatic,12165,Petrol,5.1,1.5,BMW
2453,A Class,2016,1864,Semi-Auto,30577,Diesel,3.8,1.5,merc
1034,Fabia,2019,1725,Manual,4831,Petrol,4.7,1,skoda
14564,Golf SV,2018,1826,Semi-Auto,3196,Petrol,6.5,1,VW
5244,Astra,2017,1157,Manual,26778,Petrol,5.5,1.4,vauxhall
217,Corsa,2017,812,Manual,35108,Petrol,5.2,1.4,vauxhall
5284,Mondeo,2015,724,Manual,128139,Diesel,3.6,1.6,ford
2581,Corsa,2017,811,Manual,11951,Petrol,5.2,1.4,vauxhall
9206,Polo,2019,1522,Manual,10791,Petrol,5.4,1,VW
512,A Class,2015,1167,Manual,52542,Diesel,3.8,1.5,merc
17435,Focus,2017,990,Manual,24710,Petrol,4.6,1,ford
6700,X5,2019,4783,Semi-Auto,13586,Diesel,7.5,3,BMW
15373,Focus,2017,1095,Manual,35159,Petrol,4.7,1,ford
7987,Polo,2015,709,Manual,91972,Petrol,4.8,1,VW
7613,5 Series,2015,1420,Automatic,102998,Diesel,5.0,2,BMW
2445,A6,2013,1215,Semi-Auto,74577,Diesel,5.0,2,Audi
6556,E Class,2017,2218,Semi-Auto,27817,Diesel,4.6,2,merc
5302,Fabia,2017,954,Manual,40044,Diesel,4.0,1.4,skoda
5319,Aygo,2016,710,Manual,39839,Petrol,4.1,1,toyota
6324,RS6,2017,5273,Automatic,32155,Petrol,9.6,4,Audi
5729,A4,2019,2583,Automatic,14775,Diesel,5.8,2,Audi
4077,Astra,2017,1177,Manual,17321,Petrol,5.6,1.4,vauxhall
10213,A Class,2014,1081,Manual,71036,Diesel,3.6,1.5,merc
8773,Polo,2019,2131,Semi-Auto,5140,Petrol,7.1,2,VW
1175,Q3,2019,3095,Manual,7152,Petrol,6.9,1.5,Audi
11859,Tiguan,2017,2538,Automatic,18829,Petrol,7.4,2,VW
3628,Auris,2017,1522,Automatic,23495,Hybrid,3.6,1.8,toyota
6732,T-Cross,2020,1802,Manual,2414,Diesel,5.3,1.6,VW
2859,A Class,2016,1421,Semi-Auto,106216,Diesel,4.1,2.1,merc
17097,Fiesta,2018,939,Manual,19428,Petrol,4.4,1.1,ford
5482,Astra,2016,710,Manual,67592,Diesel,3.6,1.6,vauxhall
986,Fabia,2016,964,Manual,14016,Petrol,4.8,1.2,skoda
1069,Yaris,2017,863,Manual,40021,Petrol,4.9,1.3,toyota
1010,Corsa,2017,761,Manual,22531,Petrol,5.2,1.4,vauxhall
10595,S Class,2019,5613,Automatic,2066,Diesel,5.4,2.9,merc
13322,Fiesta,2018,1177,Semi-Auto,50475,Petrol,5.2,1,ford
5998,Octavia,2019,1568,Automatic,22685,Diesel,4.0,1.6,skoda
1956,I20,2017,914,Manual,27370,Petrol,4.3,1,hyundi
6449,X1,2016,1842,Semi-Auto,40879,Diesel,4.9,2,BMW
6258,GLC Class,2019,2993,Semi-Auto,19819,Diesel,5.0,2.1,merc
4594,Astra,2019,1624,Manual,16,Diesel,3.9,1.6,vauxhall
4392,Aygo,2018,841,Manual,23028,Petrol,4.1,1,toyota
7869,Mokka X,2019,1471,Manual,18940,Petrol,7.2,1.4,vauxhall
1872,A Class,2017,1762,Semi-Auto,25757,Diesel,4.1,2.1,merc
2765,C Class,2019,2943,Automatic,9502,Diesel,5.1,2,merc
6174,Kuga,2017,1399,Manual,34340,Diesel,4.4,1.5,ford
14369,Fiesta,2019,1298,Manual,17419,Petrol,4.8,1,ford
14808,Focus,2015,649,Manual,144470,Diesel,4.2,1.6,ford
9616,Polo,2016,869,Manual,39171,Petrol,4.8,1,VW
1533,Q3,2016,1806,Semi-Auto,38656,Petrol,5.9,1.4,Audi
2025,3 Series,2017,2028,Semi-Auto,16341,Diesel,5.0,3,BMW
8851,Mokka X,2017,1116,Manual,65972,Petrol,6.0,1.4,vauxhall
12402,Up,2018,831,Manual,17640,Petrol,4.4,1,VW
12292,CLA Class,2015,1523,Automatic,44704,Diesel,4.5,2.1,merc
2770,I10,2019,947,Manual,5926,Petrol,4.9,1.2,hyundi
12159,Up,2016,700,Manual,43294,Petrol,4.4,1,VW
6775,T-Cross,2019,1822,Manual,14082,Petrol,5.9,1,VW
14894,Kuga,2019,2081,Automatic,21261,Petrol,9.1,1.5,ford
8773,Q3,2015,1644,Manual,74875,Diesel,5.7,2,Audi
12316,E Class,2018,1929,Automatic,51729,Diesel,3.9,2,merc
9391,Mokka X,2019,1654,Manual,16,Petrol,7.2,1.4,vauxhall
5376,Grand C-MAX,2016,861,Automatic,72349,Diesel,4.8,1.5,ford
6892,3 Series,2019,2699,Semi-Auto,16074,Diesel,5.4,2,BMW
405,C Class,2016,1979,Semi-Auto,39841,Diesel,4.4,2.1,merc
6928,Fiesta,2017,812,Manual,36683,Petrol,4.4,1.1,ford
10751,3 Series,2013,1045,Automatic,51257,Petrol,5.9,1.6,BMW
1469,X-CLASS,2018,3450,Automatic,18292,Diesel,9.0,3,merc
2275,Karoq,2019,2842,Manual,16,Diesel,6.6,2,skoda
5838,Fiesta,2019,1388,Manual,23060,Petrol,4.8,1,ford
6318,2 Series,2019,2177,Automatic,14004,Hybrid,1.9,1.5,BMW
1545,E Class,2017,2046,Semi-Auto,22145,Diesel,3.9,2,merc
6675,C Class,2019,3177,Semi-Auto,1609,Diesel,5.5,2,merc
11991,C Class,2014,1725,Automatic,49890,Diesel,4.4,2.1,merc
4108,Astra,2017,836,Manual,103942,Diesel,3.9,1.6,vauxhall
4244,Astra,2017,964,Manual,54298,Diesel,3.9,1.6,vauxhall
6078,A3,2015,2334,Semi-Auto,30066,Petrol,7.1,2,Audi
4348,Golf,2019,1979,Manual,9656,Petrol,6.2,1.5,VW
10381,E Class,2017,2131,Automatic,45374,Diesel,3.9,2,merc
1225,IX35,2015,812,Manual,108869,Diesel,5.2,1.7,hyundi
11011,A Class,2016,1614,Automatic,69018,Diesel,4.1,2.1,merc
1166,Corsa,2019,1116,Manual,161,Petrol,6.5,1.4,vauxhall
1666,Citigo,2018,862,Automatic,27404,Petrol,4.3,1,skoda
3846,Aygo,2015,578,Manual,68817,Petrol,4.1,1,toyota
10070,Polo,2016,934,Manual,26382,Petrol,4.7,1.2,VW
9059,3 Series,2014,1053,Manual,107695,Diesel,4.9,2,BMW
10350,Focus,2017,1173,Manual,28212,Petrol,4.7,1,ford
8545,Mokka X,2019,1344,Manual,14104,Diesel,5.6,1.6,vauxhall
9939,Crossland X,2019,1420,Manual,8740,Diesel,4.7,1.5,vauxhall
4349,Golf,2017,1929,Automatic,40234,Diesel,4.9,2,VW
1594,Corsa,2016,811,Manual,39263,Petrol,5.2,1.4,vauxhall
6028,GLC Class,2019,3910,Automatic,4184,Diesel,6.3,2,merc
7369,A5,2019,2841,Semi-Auto,3219,Diesel,6.1,2,Audi
809,Fabia,2017,964,Manual,35484,Petrol,4.8,1.2,skoda
7442,A Class,2020,2690,Semi-Auto,5058,Petrol,5.3,1.3,merc
10627,Q5,2020,3857,Automatic,2383,Petrol,8.8,2,Audi
13581,Vivaro,2018,2110,Manual,10287,Diesel,6.9,1.6,vauxhall
4725,Aygo,2017,781,Manual,35154,Petrol,4.1,1,toyota
10948,Tiguan,2015,1142,Manual,50493,Diesel,5.3,2,VW
3819,Aygo,2017,801,Manual,33566,Petrol,4.1,1,toyota
431,Kuga,2018,1726,Manual,24966,Petrol,6.2,1.5,ford
429,RAV4,2016,1451,Manual,51317,Diesel,4.7,2,toyota
855,Ioniq,2019,1826,Automatic,14439,Hybrid,3.6,1.6,hyundi
4698,Astra,2016,812,Manual,51496,Petrol,5.4,1.4,vauxhall
6826,A3,2019,2177,Manual,4506,Diesel,5.5,1.6,Audi
9946,Crossland X,2019,1218,Manual,28442,Petrol,6.0,1.2,vauxhall
5926,E Class,2015,1675,Semi-Auto,67015,Diesel,5.1,2.1,merc
6480,Viva,2016,558,Manual,44300,Petrol,4.5,1,vauxhall
6225,Prius,2017,2028,Automatic,63019,Hybrid,3.0,1.8,toyota
7828,1 Series,2017,1878,Automatic,32425,Diesel,4.7,2,BMW
3744,IX20,2015,815,Manual,43980,Petrol,5.6,1.4,hyundi
9196,GLE Class,2018,4700,Semi-Auto,24859,Diesel,7.7,3,merc
6771,T-Cross,2019,2030,Manual,3014,Diesel,5.3,1.6,VW
13392,GTC,2016,788,Manual,34099,Petrol,6.0,1.4,vauxhall
1779,Fiesta,2013,507,Manual,78035,Petrol,4.3,1,ford
1373,Octavia,2016,1116,Manual,49890,Diesel,3.9,1.6,skoda
3891,4 Series,2019,2582,Semi-Auto,163,Diesel,4.3,2,BMW
16164,Ka+,2019,1116,Manual,5749,Petrol,6.5,1.2,ford
4108,Fabia,2019,1365,Manual,4468,Petrol,5.6,1,skoda
7174,Mokka,2016,1015,Manual,49890,Diesel,6.5,1.6,vauxhall
1913,X1,2013,967,Semi-Auto,98126,Diesel,5.0,2,BMW
13991,Fiesta,2018,863,Manual,96560,Diesel,3.3,1.5,ford
1710,Karoq,2018,1827,Manual,23963,Petrol,5.4,1,skoda
10216,A Class,2018,1827,Automatic,19582,Diesel,4.1,2.1,merc
9712,A Class,2016,1319,Automatic,54718,Diesel,3.8,2.1,merc
5990,C-HR,2017,2131,Automatic,20262,Hybrid,3.8,1.8,toyota
2191,E Class,2017,2030,Semi-Auto,45950,Diesel,4.2,2,merc
6719,A1,2020,1878,Manual,1032,Petrol,5.8,1,Audi
11939,Grandland X,2019,1736,Manual,10005,Petrol,6.4,1.2,vauxhall
5797,E Class,2019,2486,Semi-Auto,13678,Diesel,4.2,2,merc
1213,Yaris,2019,1243,Manual,761,Petrol,5.9,1.5,toyota
2479,A5,2016,1876,Semi-Auto,65317,Diesel,5.0,2,Audi
11947,Grandland X,2019,2212,Automatic,17671,Diesel,5.3,1.5,vauxhall
528,GLA Class,2017,1675,Manual,52975,Diesel,4.4,2.1,merc
9801,Polo,2017,1166,Manual,24586,Petrol,4.7,1.2,VW
9617,Polo,2017,1065,Manual,29131,Petrol,4.7,1.2,VW
3068,EcoSport,2018,1420,Semi-Auto,28101,Petrol,5.8,1,ford
6768,TT,2016,2436,Semi-Auto,42326,Petrol,6.9,2,Audi
7942,Polo,2020,1851,Semi-Auto,5432,Petrol,6.1,1,VW
10457,Grand C-MAX,2017,1217,Manual,17049,Petrol,5.2,1,ford
10185,Crossland X,2019,1230,Manual,23596,Petrol,6.3,1.2,vauxhall
3382,I10,2018,863,Manual,14799,Petrol,4.9,1.2,hyundi
9430,Kuga,2018,1715,Manual,51748,Diesel,4.7,2,ford
1502,X1,2017,2131,Semi-Auto,20316,Diesel,4.9,2,BMW
3938,Aygo,2017,863,Manual,21781,Petrol,4.1,1,toyota
6052,Octavia,2011,369,Manual,107826,Petrol,5.7,1.2,skoda
12104,Sharan,2017,1649,Automatic,57795,Diesel,5.2,2,VW
6330,Ka+,2018,812,Manual,14396,Petrol,4.9,1.2,ford
3582,Auris,2016,1213,Automatic,32541,Petrol,5.1,1.2,toyota
10512,A1,2018,1726,Semi-Auto,19312,Petrol,4.5,1,Audi
5574,Golf,2018,2283,Automatic,43423,Other,1.8,1.4,VW
250,X1,2018,2030,Semi-Auto,16970,Diesel,4.7,2,BMW
4150,Golf,2018,2538,Semi-Auto,40615,Petrol,7.1,2,VW
17403,Focus,2016,1015,Manual,31841,Petrol,4.7,1,ford
8889,3 Series,2016,1142,Automatic,113619,Diesel,4.0,2,BMW
12243,Fiesta,2015,781,Manual,42670,Petrol,4.3,1,ford
3422,Fabia,2016,710,Manual,56744,Petrol,4.7,1.2,skoda
1970,I20,2018,811,Manual,33721,Diesel,3.9,1.4,hyundi
2405,3 Series,2019,2879,Semi-Auto,21802,Petrol,6.7,2,BMW
5574,Fiesta,2015,608,Manual,99398,Petrol,5.2,1.2,ford
84,Corolla,2019,2334,Automatic,14484,Hybrid,3.6,1.8,toyota
8857,Fiesta,2018,1421,Manual,11877,Petrol,5.1,1,ford
6567,C Class,2016,4162,Semi-Auto,31382,Petrol,8.6,4,merc
11891,V Class,2017,3450,Automatic,64374,Diesel,6.3,2.1,merc
5440,Focus,2019,1714,Manual,15994,Diesel,4.6,1.5,ford
11525,Tiguan,2018,2360,Manual,41843,Diesel,4.8,2,VW
13973,Arteon,2019,2231,Semi-Auto,14260,Petrol,7.0,1.5,VW
7390,GLA Class,2019,2355,Automatic,8208,Diesel,4.2,2.1,merc
7793,Polo,2017,1045,Manual,26882,Petrol,4.7,1,VW
98,Focus,2015,934,Manual,50714,Diesel,3.8,1.5,ford
2068,2 Series,2018,1703,Semi-Auto,34124,Petrol,6.9,1.5,BMW
5457,Aygo,2019,1040,Manual,161,Petrol,4.9,1,toyota
892,Fiesta,2017,944,Manual,18466,Petrol,4.4,1.1,ford
280,GLC Class,2017,3857,Semi-Auto,32860,Petrol,8.3,3,merc
2307,Yaris,2015,862,Manual,35405,Petrol,4.9,1.3,toyota
8143,A3,2015,1170,Manual,45472,Diesel,3.4,1.6,Audi
4286,Tucson,2016,1167,Manual,84418,Diesel,4.6,0,hyundi
2387,1 Series,2016,1293,Manual,68397,Diesel,4.1,2,BMW
7302,Z4,2015,2324,Semi-Auto,25376,Petrol,9.4,3,BMW
2198,Yaris,2015,645,Manual,38125,Petrol,4.3,1,toyota
9648,E Class,2014,1421,Automatic,69866,Diesel,4.8,2.1,merc
612,Fiesta,2019,1522,Manual,13298,Petrol,4.7,1,ford
3381,Golf,2017,1213,Manual,48763,Petrol,4.8,1,VW
1467,Yaris,2019,1370,Automatic,8330,Petrol,5.9,1.5,toyota
775,A6,2016,1756,Manual,51111,Diesel,4.6,2,Audi
13021,Scirocco,2016,1269,Manual,79604,Diesel,5.1,2,VW
1111,Yaris,2017,913,Manual,31672,Petrol,4.8,1.5,toyota
16397,Focus,2013,557,Manual,105919,Diesel,4.2,1.6,ford
1438,I20,2017,760,Manual,57835,Petrol,4.8,1.2,hyundi
4244,Octavia,2019,1674,Manual,4184,Diesel,5.2,2,skoda
7641,Fiesta,2016,994,Manual,43999,Petrol,4.3,1,ford
11034,Meriva,2017,740,Manual,16565,Petrol,6.0,1.4,vauxhall
1121,A5,2016,1928,Manual,67153,Diesel,5.3,2,Audi
5004,Aygo,2016,710,Manual,48129,Petrol,4.1,1,toyota
6296,Prius,2019,2309,Automatic,9870,Hybrid,4.4,1.8,toyota
9238,C Class,2016,1931,Semi-Auto,62722,Diesel,4.4,2.1,merc
4679,Karoq,2018,2208,Automatic,20891,Petrol,5.5,1.5,skoda
7231,Polo,2015,812,Manual,43912,Petrol,4.7,1,VW
10233,C Class,2018,1898,Automatic,60774,Diesel,4.6,2.1,merc
10013,A3,2016,1721,Automatic,41843,Diesel,4.6,2,Audi
285,Kuga,2017,1827,Manual,33206,Diesel,5.2,2,ford
4682,Focus,2018,1142,Manual,31121,Petrol,4.6,1,ford
7209,Polo,2016,862,Manual,48832,Petrol,4.7,1.2,VW
3379,Fiesta,2018,913,Manual,25041,Petrol,4.4,1.1,ford
1603,Fiesta,2016,778,Manual,30318,Petrol,5.2,1.2,ford
3030,Golf,2017,1771,Semi-Auto,64198,Diesel,4.5,2,VW
2743,Yaris,2019,1360,Manual,8293,Petrol,5.9,1.5,toyota
2466,Q5,2016,2131,Semi-Auto,60695,Diesel,6.0,2,Audi
11007,Meriva,2016,639,Manual,65730,Petrol,5.9,1.4,vauxhall
3855,I20,2019,1268,Manual,499,Petrol,6.1,1.2,hyundi
2047,Golf,2019,1703,Manual,16401,Petrol,6.0,1.5,VW
9629,A Class,2017,1622,Semi-Auto,33687,Diesel,4.0,2.1,merc
7865,A3,2016,1523,Manual,66059,Diesel,4.3,2,Audi
13210,Scirocco,2011,731,Manual,134814,Petrol,7.6,2,VW
10499,TT,2007,507,Manual,137613,Petrol,7.8,2,Audi
2911,Corsa,2019,953,Manual,5753,Petrol,6.5,1.4,vauxhall
5096,Golf,2015,863,Manual,104671,Diesel,4.1,2,VW
6483,3 Series,2019,2842,Automatic,18031,Petrol,6.8,2,BMW
8243,C Class,2019,2710,Semi-Auto,8851,Petrol,6.5,2,merc
825,Golf,2019,2485,Manual,16,Petrol,5.7,1.5,VW
2059,Corsa,2019,857,Manual,13253,Petrol,6.5,1.4,vauxhall
4321,Astra,2015,913,Manual,41640,Petrol,5.5,1.4,vauxhall
13003,Insignia,2016,877,Automatic,108560,Diesel,5.5,2,vauxhall
2225,Yaris,2015,832,Manual,27850,Petrol,4.9,1.3,toyota
8710,Mokka X,2017,914,Manual,57936,Petrol,6.7,1.6,vauxhall
73,S Class,2014,4261,Automatic,41843,Petrol,10.1,5.5,merc
10294,Fiesta,2017,827,Manual,25729,Petrol,5.2,1.2,ford
8674,3 Series,2017,1462,Manual,23107,Petrol,5.8,2,BMW
1482,I10,2017,675,Manual,22526,Petrol,4.7,1,hyundi
7233,Polo,2016,1116,Manual,68102,Petrol,4.6,1.4,VW
10453,CL Class,2016,1624,Automatic,48578,Diesel,4.2,2.1,merc
4266,Golf,2019,1299,Manual,18604,Petrol,5.7,1,VW
9518,Focus,2019,1573,Manual,13808,Petrol,4.8,1,ford
3989,Aygo,2017,759,Manual,27338,Petrol,4.1,1,toyota
5148,Fiesta,2017,831,Manual,16793,Petrol,5.2,1.2,ford
1385,Q3,2019,2892,Semi-Auto,23305,Petrol,8.9,2,Audi
192,1 Series,2017,1167,Semi-Auto,75816,Diesel,3.6,1.5,BMW
8859,E Class,2017,2243,Semi-Auto,27322,Diesel,4.3,2,merc
2169,A1,2015,1259,Manual,29290,Diesel,3.5,1.6,Audi
2263,Focus,2015,1218,Manual,69834,Diesel,4.2,2,ford
11644,Tiguan,2015,1452,Semi-Auto,45222,Diesel,6.0,2,VW
7982,Polo,2020,1786,Manual,2026,Petrol,5.7,1,VW
12523,Insignia,2018,1438,Manual,53305,Diesel,5.2,2,vauxhall
10752,Tiguan,2017,2239,Manual,44172,Diesel,5.6,2,VW
4376,C Class,2019,2416,Automatic,9273,Petrol,6.2,1.5,merc
705,Corsa,2018,1015,Automatic,20921,Petrol,7.1,1.4,vauxhall
9373,X1,2013,1122,Automatic,79822,Diesel,5.4,2,BMW
12945,Insignia,2010,195,Manual,222089,Diesel,5.4,2,vauxhall
1004,X1,2017,1898,Semi-Auto,66601,Diesel,5.1,2,BMW
6194,4 Series,2020,2873,Semi-Auto,32,Diesel,4.3,2,BMW
5406,Golf,2019,1723,Manual,22478,Petrol,6.2,1.5,VW
3830,4 Series,2018,2232,Manual,18746,Petrol,6.5,2,BMW
4508,X1,2017,1563,Manual,33440,Diesel,4.1,2,BMW
9338,Polo,2019,1472,Manual,4828,Petrol,5.8,1,VW
14494,Mondeo,2010,375,Manual,181855,Diesel,5.6,2,ford
4988,A3,2019,2284,Semi-Auto,19454,Petrol,6.8,1.5,Audi
1946,Golf,2019,1756,Manual,12451,Petrol,6.0,1.5,VW
8522,E Class,2019,2553,Semi-Auto,17143,Diesel,3.9,2,merc
9997,A Class,2013,1050,Automatic,81291,Petrol,5.6,1.6,merc
5145,Fiesta,2019,1425,Manual,6500,Petrol,5.0,1,ford
2165,Golf,2017,1664,Semi-Auto,54978,Diesel,4.8,2,VW
4802,4 Series,2014,1899,Automatic,69388,Diesel,5.6,3,BMW
3283,Auris,2017,1268,Manual,45062,Petrol,4.8,1.2,toyota
4812,Golf,2020,2108,Manual,1796,Petrol,5.7,1.5,VW
637,Tucson,2019,1573,Manual,21873,Petrol,8.1,1.6,hyundi
8950,A1,2015,964,Manual,72132,Diesel,3.5,1.6,Audi
10920,Tiguan,2019,2525,Manual,12698,Diesel,5.9,2,VW
9574,Q2,2019,2076,Manual,10863,Petrol,6.6,1.5,Audi
8975,B Class,2019,2416,Semi-Auto,5592,Diesel,4.7,1.5,merc
3415,Focus,2017,1217,Manual,27700,Diesel,3.8,1.5,ford
6531,Focus,2017,1218,Manual,32079,Petrol,4.7,1,ford
14885,Fiesta,2012,456,Manual,84912,Petrol,5.8,1.4,ford
2565,Corsa,2013,350,Manual,133575,Diesel,4.2,1.2,vauxhall
11121,Kuga,2017,1522,Manual,22511,Diesel,4.7,2,ford
7372,Mokka,2017,1015,Manual,52820,Petrol,6.7,1.6,vauxhall
13886,Focus,2012,609,Manual,94951,Petrol,5.9,1.6,ford
6018,E Class,2017,2131,Semi-Auto,26609,Diesel,3.9,2,merc
1047,Fabia,2013,502,Manual,153911,Diesel,4.2,1.6,skoda
7212,Mokka,2017,1238,Manual,16143,Petrol,6.0,1.4,vauxhall
649,C Class,2017,1827,Semi-Auto,35967,Petrol,5.6,2,merc
4165,Focus,2018,1421,Manual,12883,Petrol,4.9,1,ford
1816,Tucson,2019,2029,Manual,80,Petrol,8.0,1.6,hyundi
2186,Kuga,2017,1522,Semi-Auto,21826,Diesel,4.8,1.5,ford
4000,Superb,2016,1674,Manual,46671,Diesel,4.2,2,skoda
3601,Superb,2018,1877,Semi-Auto,63247,Diesel,5.0,2,skoda
9865,A4,2015,1827,Automatic,48280,Diesel,7.1,3,Audi
12551,Up,2019,872,Manual,11861,Petrol,5.2,1,VW
5750,C-HR,2017,2232,Automatic,22194,Hybrid,3.8,1.8,toyota
2624,Corsa,2014,533,Automatic,104858,Petrol,6.3,1.4,vauxhall
5833,4 Series,2019,3059,Automatic,12204,Diesel,4.7,2,BMW
4260,Astra,2013,522,Manual,103276,Diesel,4.3,1.7,vauxhall
7985,Mokka X,2018,1161,Manual,29137,Petrol,6.0,1.4,vauxhall
1408,4 Series,2019,3557,Automatic,198,Diesel,5.6,3,BMW
11559,Adam,2016,761,Manual,42974,Petrol,5.3,1.2,vauxhall
5848,C Class,2019,3034,Semi-Auto,9592,Diesel,4.4,2,merc
2201,Octavia,2019,2283,Automatic,19,Diesel,5.2,2,skoda
15461,Focus,2019,1624,Manual,42924,Petrol,4.7,1,ford
11969,A Class,2019,2282,Automatic,15224,Petrol,9.9,1.3,merc
11521,C Class,2017,2132,Automatic,8591,Hybrid,2.1,2,merc
14187,Mondeo,2018,1705,Automatic,28904,Diesel,4.8,2,ford
5753,Q3,2016,1599,Manual,50010,Diesel,5.0,2,Audi
2163,E Class,2017,2005,Semi-Auto,58026,Diesel,4.3,2,merc
10511,Tiguan,2019,2740,Semi-Auto,8047,Petrol,7.5,1.5,VW
2278,Golf,2014,1190,Semi-Auto,59708,Petrol,4.7,1.4,VW
16801,Kuga,2013,761,Manual,108191,Diesel,5.3,2,ford
732,B Class,2015,1116,Semi-Auto,81273,Diesel,4.1,2.1,merc
1819,Yeti Outdoor,2017,1217,Manual,16803,Diesel,4.5,2,skoda
1618,Golf,2016,1370,Semi-Auto,130894,Diesel,4.5,2,VW
8002,Kuga,2019,2116,Manual,3082,Diesel,5.9,2,ford
6300,Passat,2016,994,Automatic,157715,Diesel,4.7,2,VW
12785,Focus,2019,1467,Manual,15908,Diesel,3.5,1.5,ford
331,I800,2019,2182,Manual,4513,Diesel,10.1,2.5,hyundi
3809,Fiesta,2016,710,Manual,42065,Petrol,5.2,1.2,ford
4589,Golf,2015,1197,Manual,143972,Diesel,4.2,2,VW
4377,Tucson,2016,1116,Manual,173809,Diesel,4.8,2,hyundi
12333,CLS Class,2015,1736,Automatic,54819,Diesel,5.0,2.1,merc
4005,Santa Fe,2018,3116,Semi-Auto,17635,Diesel,7.2,2.2,hyundi
15446,Fiesta,2016,812,Manual,52685,Petrol,4.3,1,ford
9341,Mokka X,2018,1451,Automatic,13446,Petrol,7.6,1.4,vauxhall
4217,3 Series,2014,1165,Manual,97045,Diesel,4.6,2,BMW
4716,GLC Class,2017,2989,Semi-Auto,51875,Diesel,5.0,2.1,merc
8602,3 Series,2017,1726,Automatic,72420,Other,2.1,2,BMW
5732,A5,2019,2888,Automatic,10655,Diesel,6.0,2,Audi
13819,Focus,2009,254,Manual,136794,Petrol,6.7,1.6,ford
2284,Santa Fe,2018,2994,Semi-Auto,28157,Diesel,7.2,2.2,hyundi
